"...1","X","address","nhood","lat","long","month","year","block","street_name","street_type","centroid_lat","centroid_long","year_nhood","month_year_nhood","dummy"
6150,9614,"2500 Block Of Sacramento  Street","Pacific Heights",NA,NA,6,2016,2500,"Sacramento","Street",37.792182,-122.432784,"2016 Pacific Heights","6 2016 Pacific Heights",1
6151,9615,"1900 Block Of Powell  Street","North Beach",37.8025673123039,-122.41129556082,3,2015,1900,"Powell","Street",37.799254,-122.407458,"2015 North Beach","3 2015 North Beach",1
6152,9617,"362000 Block Of Wawona  Street","Sunset/Parkside",37.736115415932,-122.505745291752,3,2015,362000,"Wawona","Street",37.749026,-122.493742,"2015 Sunset/Parkside","3 2015 Sunset/Parkside",1
6153,9620,"1200 Block Of Quesada  Avenue","Bayview Hunters Point",37.7285815772135,-122.383059722021,7,2016,1200,"Quesada","Avenue",37.730696,-122.388515,"2016 Bayview Hunters Point","7 2016 Bayview Hunters Point",1
6154,9621,"3200 Block Of 21st  Street","Mission",37.7569587552659,-122.420174720794,1,2013,3200,"21st","Street",37.758338,-122.414678,"2013 Mission","1 2013 Mission",1
6155,9622,"2400 Block Of Union  Street","Marina",37.7965659448794,-122.439600573616,4,2013,2400,"Union","Street",37.802877,-122.436969,"2013 Marina","4 2013 Marina",1
6156,9623,"800 Block Of Stanyan  Street","Golden Gate Park",37.7668375905773,-122.45306949132,6,2018,800,"Stanyan","Street",37.769283,-122.473486,"2018 Golden Gate Park","6 2018 Golden Gate Park",1
6157,9627,"600 Block Of 33rd  Avenue","Outer Richmond",37.7768422696345,-122.493106006276,9,2016,600,"33rd","Avenue",37.776683,-122.489908,"2016 Outer Richmond","9 2016 Outer Richmond",1
6158,9630,"2500 Block Of Moraga  Street","Sunset/Parkside",37.7555169025173,-122.489996541168,2,2015,2500,"Moraga","Street",37.749026,-122.493742,"2015 Sunset/Parkside","2 2015 Sunset/Parkside",1
6159,9631,"600 Block Of Hyde  Street","Tenderloin",37.7867777139871,-122.416543910969,4,2012,600,"Hyde","Street",37.784141,-122.414748,"2012 Tenderloin","4 2012 Tenderloin",1
6160,9632,"1800 Block Of Mcallister  Street","Lone Mountain/USF",37.7772688672583,-122.442499623195,6,2017,1800,"Mcallister","Street",37.777975,-122.452816,"2017 Lone Mountain/USF","6 2017 Lone Mountain/USF",1
6161,9633,"200 Block Of Panorama  Drive","Twin Peaks",37.7490099160028,-122.452121269139,9,2018,200,"Panorama","Drive",37.753375,-122.445652,"2018 Twin Peaks","9 2018 Twin Peaks",1
6162,9634,"1000 Block Of Pine  Street","Nob Hill",NA,NA,9,2015,1000,"Pine","Street",37.793044,-122.414461,"2015 Nob Hill","9 2015 Nob Hill",1
6163,9635,"1800 Block Of Jackson  Street","Pacific Heights",37.7936216108043,-122.425514701351,11,2015,1800,"Jackson","Street",37.792182,-122.432784,"2015 Pacific Heights","11 2015 Pacific Heights",1
6164,9636,"2900 Block Of Diamond  Street","West of Twin Peaks",37.7330421705456,-122.434293693609,1,2015,2900,"Diamond","Street",37.737955,-122.460363,"2015 West of Twin Peaks","1 2015 West of Twin Peaks",1
6165,9639,"2100 Block Of Stockton  Street","North Beach",37.8055629421339,-122.410217216647,10,2011,2100,"Stockton","Street",37.799254,-122.407458,"2011 North Beach","10 2011 North Beach",1
6166,9640,"700 Block Of 20th  Avenue","Outer Richmond",37.7737478340675,-122.478904323129,6,2014,700,"20th","Avenue",37.776683,-122.489908,"2014 Outer Richmond","6 2014 Outer Richmond",1
6167,9646,"1200 Block Of Mcallister  Street","Western Addition",37.7785272591622,-122.432585279752,9,2016,1200,"Mcallister","Street",37.780587,-122.43451,"2016 Western Addition","9 2016 Western Addition",1
6168,9647,"800 Block Of Corbett  Avenue","Twin Peaks",37.753369352743,-122.443360422124,10,2013,800,"Corbett","Avenue",37.753375,-122.445652,"2013 Twin Peaks","10 2013 Twin Peaks",1
6169,9648,"400 Block Of Utah  Street","Potrero Hill",37.7639007717351,-122.406367363345,3,2012,400,"Utah","Street",37.759056,-122.398618,"2012 Potrero Hill","3 2012 Potrero Hill",1
6170,9650,"4600 Block Of California  Street","Inner Richmond",37.7846920760479,-122.467229353302,10,2013,4600,"California","Street",37.778849,-122.468955,"2013 Inner Richmond","10 2013 Inner Richmond",1
6171,9651,"2600 Block Of 21st  Street","Potrero Hill",37.7577334589908,-122.407277101849,6,2014,2600,"21st","Street",37.759056,-122.398618,"2014 Potrero Hill","6 2014 Potrero Hill",1
6172,9652,"1300 Block Of 41st  Avenue","Sunset/Parkside",37.7615916993726,-122.500632746445,6,2015,1300,"41st","Avenue",37.749026,-122.493742,"2015 Sunset/Parkside","6 2015 Sunset/Parkside",1
6173,9653,"1300 Block Of California  Street","Nob Hill",37.7910647332606,-122.416745829677,5,2015,1300,"California","Street",37.793044,-122.414461,"2015 Nob Hill","5 2015 Nob Hill",1
6174,9655,"400 Block Of Utah  Street","Potrero Hill",37.7639007717351,-122.406367363345,5,2014,400,"Utah","Street",37.759056,-122.398618,"2014 Potrero Hill","5 2014 Potrero Hill",1
6175,9656,"1900 Block Of Green  Street","Marina",37.796679008909,-122.431193236798,5,2018,1900,"Green","Street",37.802877,-122.436969,"2018 Marina","5 2018 Marina",1
6176,9659,"600 Block Of Naples  Street","Excelsior/Outer Mission",37.718521242406,-122.432970274786,7,2015,600,"Naples","Street",37.7223,-122.431224,"2015 Excelsior","7 2015 Excelsior",1
6177,9660,"2000 Block Of 30th  Avenue","Sunset/Parkside",37.7490576909984,-122.487931117254,8,2014,2000,"30th","Avenue",37.749026,-122.493742,"2014 Sunset/Parkside","8 2014 Sunset/Parkside",1
6178,9662,"100 Block Of Lake Merced  Hill","Sunset/Parkside",37.7317480556164,-122.498191601992,7,2016,100,"Lake Merced","Hill",37.749026,-122.493742,"2016 Sunset/Parkside","7 2016 Sunset/Parkside",1
6179,9664,"1900 Block Of Hayes  Street","Lone Mountain/USF",37.7736288127993,-122.448506917703,5,2018,1900,"Hayes","Street",37.777975,-122.452816,"2018 Lone Mountain/USF","5 2018 Lone Mountain/USF",1
6180,9665,"200 Block Of Divisadero  Street","Haight Ashbury/Hayes Valley",37.7708127305633,-122.436903605216,9,2012,200,"Divisadero","Street",37.76991,-122.447678,"2012 Haight Ashbury","9 2012 Haight Ashbury",1
6181,9666,"2000 Block Of Greenwich  Street","Marina",37.7992652098019,-122.433402570157,9,2013,2000,"Greenwich","Street",37.802877,-122.436969,"2013 Marina","9 2013 Marina",1
6182,9669,"1000 Block Of Sutter  Street","Nob Hill",37.7880720903103,-122.41764609268,6,2017,1000,"Sutter","Street",37.793044,-122.414461,"2017 Nob Hill","6 2017 Nob Hill",1
6183,9670,"700 Block Of Post  Street","Tenderloin",37.7875587234692,-122.414174695429,9,2016,700,"Post","Street",37.784141,-122.414748,"2016 Tenderloin","9 2016 Tenderloin",1
6184,9672,"500 Block Of 40th  Avenue","Outer Richmond",37.7783927544436,-122.500731223488,1,2016,500,"40th","Avenue",37.776683,-122.489908,"2016 Outer Richmond","1 2016 Outer Richmond",1
6185,9673,"200 Block Of Dolores  Street","Castro/Upper Market",37.7652109535115,-122.42652263038,2,2017,200,"Dolores","Street",37.758812,-122.435644,"2017 Castro/Upper Market","2 2017 Castro/Upper Market",1
6186,9675,"100 Block Of Bradford  Street","Bernal Heights",37.740491171331,-122.409572743922,1,2013,100,"Bradford","Street",37.741391,-122.414033,"2013 Bernal Heights","1 2013 Bernal Heights",1
6187,9676,"500 Block Of Bush  Street","Financial District/South Beach/SOMA",NA,NA,11,2011,500,"Bush","Street",37.793213,-122.398187,"2011 Financial District/South Beach","11 2011 Financial District/South Beach",1
6188,9678,"2000 Block Of Ocean  Avenue","West of Twin Peaks",37.7262402902148,-122.464957814758,1,2016,2000,"Ocean","Avenue",37.737955,-122.460363,"2016 West of Twin Peaks","1 2016 West of Twin Peaks",1
6189,9679,"1500 Block Of Greenwich  Street","Marina",NA,NA,10,2013,1500,"Greenwich","Street",37.802877,-122.436969,"2013 Marina","10 2013 Marina",1
6190,9680,"1800 Block Of Turk  Street","Western Addition",37.7795491357195,-122.439568468797,6,2013,1800,"Turk","Street",37.780587,-122.43451,"2013 Western Addition","6 2013 Western Addition",1
6191,9684,"1000 Block Of Treat  Avenue","Mission",37.7533686697952,-122.413068032273,10,2013,1000,"Treat","Avenue",37.758338,-122.414678,"2013 Mission","10 2013 Mission",1
6192,9685,"0 Block Of Byxbee  Street","Oceanview/Merced/Ingleside",37.7151875904527,-122.469808133259,11,2016,0,"Byxbee","Street",37.718959,-122.462039,"2016 Oceanview/Merced/Ingleside","11 2016 Oceanview/Merced/Ingleside",1
6193,9686,"100 Block Of Cook  Street","Lone Mountain/USF",37.7811730152169,-122.452006179852,8,2013,100,"Cook","Street",37.777975,-122.452816,"2013 Lone Mountain/USF","8 2013 Lone Mountain/USF",1
6194,9688,"700 Block Of Gonzalez  Drive","Lakeshore",37.7174652865467,-122.48062777506,4,2018,700,"Gonzalez","Drive",37.71872,-122.477916,"2018 Lakeshore","4 2018 Lakeshore",1
6195,9689,"4400 Block Of Fulton  Street","Golden Gate Park",37.7727900754469,-122.479370765879,1,2017,4400,"Fulton","Street",37.769283,-122.473486,"2017 Golden Gate Park","1 2017 Golden Gate Park",1
6196,9690,"1500 Block Of Grant  Avenue","North Beach",37.8012569450537,-122.407707541957,3,2017,1500,"Grant","Avenue",37.799254,-122.407458,"2017 North Beach","3 2017 North Beach",1
6197,9693,"100 Block Of Balboa  Street","Inner Richmond",37.7774050950225,-122.460260580303,3,2018,100,"Balboa","Street",37.778849,-122.468955,"2018 Inner Richmond","3 2018 Inner Richmond",1
6198,9694,"1100 Block Of Pacific  Avenue","Nob Hill",37.7960262302481,-122.413821830877,7,2013,1100,"Pacific","Avenue",37.793044,-122.414461,"2013 Nob Hill","7 2013 Nob Hill",1
6199,9696,"1000 Block Of Sutter  Street","Nob Hill",37.7880720903103,-122.41764609268,6,2017,1000,"Sutter","Street",37.793044,-122.414461,"2017 Nob Hill","6 2017 Nob Hill",1
6200,9697,"2300 Block Of 28th  Avenue","Sunset/Parkside",37.7435593836653,-122.485400840462,1,2017,2300,"28th","Avenue",37.749026,-122.493742,"2017 Sunset/Parkside","1 2017 Sunset/Parkside",1
6201,9698,"2500 Block Of 25th  Street","Mission",37.7518735742821,-122.403764562177,11,2013,2500,"25th","Street",37.758338,-122.414678,"2013 Mission","11 2013 Mission",1
6202,9699,"1000 Block Of Vicente  Street","Sunset/Parkside",37.7392066317281,-122.478109137773,11,2015,1000,"Vicente","Street",37.749026,-122.493742,"2015 Sunset/Parkside","11 2015 Sunset/Parkside",1
6203,9702,"600 Block Of Jackson  Street","Chinatown",37.7961665646942,-122.405502815343,9,2014,600,"Jackson","Street",37.795073,-122.40635,"2014 Chinatown","9 2014 Chinatown",1
6204,9704,"0 Block Of Woodward  Street","Mission",37.7690715885733,-122.420857630639,9,2012,0,"Woodward","Street",37.758338,-122.414678,"2012 Mission","9 2012 Mission",1
6205,9706,"100 Block Of Font  Boulevard","Lakeshore",37.7154058689184,-122.473765085781,12,2016,100,"Font","Boulevard",37.71872,-122.477916,"2016 Lakeshore","12 2016 Lakeshore",1
6206,9709,"0 Block Of Colby  Street","Portola",37.7301695476967,-122.414796059441,7,2016,0,"Colby","Street",37.72647,-122.407642,"2016 Portola","7 2016 Portola",1
6207,9710,"400 Block Of Jones  Street","Tenderloin",37.7855717025624,-122.412925454535,8,2018,400,"Jones","Street",37.784141,-122.414748,"2018 Tenderloin","8 2018 Tenderloin",1
6208,9712,"2500 Block Of 21st  Avenue","Sunset/Parkside",37.7401603755052,-122.477638577674,2,2013,2500,"21st","Avenue",37.749026,-122.493742,"2013 Sunset/Parkside","2 2013 Sunset/Parkside",1
6209,9713,"100 Block Of Hugo  Street","Inner Sunset",37.7652805524384,-122.459416763065,11,2016,100,"Hugo","Street",37.762068,-122.467189,"2016 Inner Sunset","11 2016 Inner Sunset",1
6210,9714,"400 Block Of Ofarrell  Street","Tenderloin",37.7859445814449,-122.411736546098,6,2016,400,"Ofarrell","Street",37.784141,-122.414748,"2016 Tenderloin","6 2016 Tenderloin",1
6211,9716,"0 Block Of Allison  Street","Excelsior/Outer Mission",37.7141632323553,-122.442351180158,11,2015,0,"Allison","Street",37.7223,-122.431224,"2015 Excelsior","11 2015 Excelsior",1
6212,9718,"1900 Block Of Jackson  Street","Pacific Heights",37.7934123383419,-122.427159203877,10,2018,1900,"Jackson","Street",37.792182,-122.432784,"2018 Pacific Heights","10 2018 Pacific Heights",1
6213,9721,"3500 Block Of Pierce  Street","Marina",37.803343355173,-122.440069480958,11,2017,3500,"Pierce","Street",37.802877,-122.436969,"2017 Marina","11 2017 Marina",1
6214,9722,"100 Block Of Cambon  Drive","Lakeshore",37.7166658976853,-122.474242229743,12,2011,100,"Cambon","Drive",37.71872,-122.477916,"2011 Lakeshore","12 2011 Lakeshore",1
6215,9724,"200 Block Of Broad  Street","Oceanview/Merced/Ingleside",37.7131611211691,-122.460796716798,1,2014,200,"Broad","Street",37.718959,-122.462039,"2014 Oceanview/Merced/Ingleside","1 2014 Oceanview/Merced/Ingleside",1
6216,9725,"1600 Block Of Funston  Avenue","Inner Sunset",37.7569556618233,-122.470113202547,12,2012,1600,"Funston","Avenue",37.762068,-122.467189,"2012 Inner Sunset","12 2012 Inner Sunset",1
6217,9726,"3900 Block Of 20th  Street","Castro/Upper Market",NA,NA,4,2013,3900,"20th","Street",37.758812,-122.435644,"2013 Castro/Upper Market","4 2013 Castro/Upper Market",1
6218,9729,"400 Block Of 12th  Avenue","Inner Richmond",37.7797619815998,-122.470642181847,2,2013,400,"12th","Avenue",37.778849,-122.468955,"2013 Inner Richmond","2 2013 Inner Richmond",1
6219,9730,"800 Block Of 47th  Avenue","Outer Richmond",37.7724265501441,-122.507819425538,2,2018,800,"47th","Avenue",37.776683,-122.489908,"2018 Outer Richmond","2 2018 Outer Richmond",1
6220,9731,"500 Block Of Clayton  Street","Haight Ashbury/Hayes Valley",37.7702643671449,-122.448673363708,5,2016,500,"Clayton","Street",37.76991,-122.447678,"2016 Haight Ashbury","5 2016 Haight Ashbury",1
6221,9732,"1400 Block Of Shafter  Avenue","Bayview Hunters Point",37.7294495410128,-122.38791965285,12,2014,1400,"Shafter","Avenue",37.730696,-122.388515,"2014 Bayview Hunters Point","12 2014 Bayview Hunters Point",1
6222,9733,"100 Block Of Buena Vista  Terrace","Castro/Upper Market",37.7665265523588,-122.438449793871,5,2013,100,"Buena Vista","Terrace",37.758812,-122.435644,"2013 Castro/Upper Market","5 2013 Castro/Upper Market",1
6223,9734,"100 Block Of Valparaiso  Street","Russian Hill",37.8010891182574,-122.415446577475,4,2017,100,"Valparaiso","Street",37.800432,-122.417609,"2017 Russian Hill","4 2017 Russian Hill",1
6224,9736,"0 Block Of Majestic  Avenue","Oceanview/Merced/Ingleside",37.7176689097405,-122.451316001645,8,2014,0,"Majestic","Avenue",37.718959,-122.462039,"2014 Oceanview/Merced/Ingleside","8 2014 Oceanview/Merced/Ingleside",1
6225,9740,"1700 Block Of Broadway  Street","Pacific Heights",37.7954214264815,-122.425878453967,7,2013,1700,"Broadway","Street",37.792182,-122.432784,"2013 Pacific Heights","7 2013 Pacific Heights",1
6226,9741,"1400 Block Of Lincoln  Way","Inner Sunset",37.7655622058899,-122.473481173657,10,2015,1400,"Lincoln","Way",37.762068,-122.467189,"2015 Inner Sunset","10 2015 Inner Sunset",1
6227,9743,"1400 Block Of Greenwich  Street","Russian Hill",37.8005081161336,-122.423626229059,4,2015,1400,"Greenwich","Street",37.800432,-122.417609,"2015 Russian Hill","4 2015 Russian Hill",1
6228,9745,"3300 Block Of Octavia  Street","Marina",37.8030505737563,-122.429950200459,12,2015,3300,"Octavia","Street",37.802877,-122.436969,"2015 Marina","12 2015 Marina",1
6229,9746,"1600 Block Of North Point  Street","Marina",37.8039282546208,-122.434346936617,4,2013,1600,"North Point","Street",37.802877,-122.436969,"2013 Marina","4 2013 Marina",1
6230,9747,"500 Block Of Ofarrell  Street","Tenderloin",37.7856860315452,-122.41379344026,10,2012,500,"Ofarrell","Street",37.784141,-122.414748,"2012 Tenderloin","10 2012 Tenderloin",1
6231,9748,"400 Block Of Frederick  Street","Haight Ashbury/Hayes Valley",37.7664827918442,-122.45212128462,10,2017,400,"Frederick","Street",37.76991,-122.447678,"2017 Haight Ashbury","10 2017 Haight Ashbury",1
6232,9749,"4200 Block Of Irving  Street","Sunset/Parkside",37.7624035015377,-122.503380136978,3,2015,4200,"Irving","Street",37.749026,-122.493742,"2015 Sunset/Parkside","3 2015 Sunset/Parkside",1
6233,9750,"300 Block Of 11th  Avenue","Inner Richmond",37.7817353208887,-122.469698508929,12,2014,300,"11th","Avenue",37.778849,-122.468955,"2014 Inner Richmond","12 2014 Inner Richmond",1
6234,9753,"400 Block Of Ellis  Street","Tenderloin",37.7847531551863,-122.413604475311,9,2013,400,"Ellis","Street",37.784141,-122.414748,"2013 Tenderloin","9 2013 Tenderloin",1
6235,9754,"800 Block Of Carolina  Street","Potrero Hill",37.757381161828,-122.399914666153,3,2012,800,"Carolina","Street",37.759056,-122.398618,"2012 Potrero Hill","3 2012 Potrero Hill",1
6236,9755,"700 Block Of Post  Street","Tenderloin",37.7875587234692,-122.414174695429,5,2018,700,"Post","Street",37.784141,-122.414748,"2018 Tenderloin","5 2018 Tenderloin",1
6237,9757,"300 Block Of Sawyer  Street","Visitacion Valley",37.7137808493788,-122.41413125573,6,2014,300,"Sawyer","Street",37.713141,-122.408825,"2014 Visitacion Valley","6 2014 Visitacion Valley",1
6238,9758,"200 Block Of Lincoln  Way","Inner Sunset",37.7661426214559,-122.460556457627,3,2017,200,"Lincoln","Way",37.762068,-122.467189,"2017 Inner Sunset","3 2017 Inner Sunset",1
6239,9759,"1800 Block Of 33rd  Avenue","Sunset/Parkside",37.7526447761856,-122.491410004192,5,2015,1800,"33rd","Avenue",37.749026,-122.493742,"2015 Sunset/Parkside","5 2015 Sunset/Parkside",1
6240,9760,"0 Block Of Vista View  Court","Bayview Hunters Point",37.7336674979585,-122.395058066526,6,2012,0,"Vista View","Court",37.730696,-122.388515,"2012 Bayview Hunters Point","6 2012 Bayview Hunters Point",1
6241,9761,"400 Block Of Tehama  Street","Financial District/South Beach/SOMA",37.7801956402452,-122.405515954724,4,2012,400,"Tehama","Street",37.779527,-122.405727,"2012 South of Market","4 2012 South of Market",1
6242,9762,"200 Block Of Onondaga  Avenue","Excelsior/Outer Mission",37.7229469947536,-122.441992137611,7,2017,200,"Onondaga","Avenue",37.709585,-122.455082,"2017 Outer Mission","7 2017 Outer Mission",1
6243,9764,"100 Block Of Wilde  Avenue","Visitacion Valley",37.7164456042383,-122.400611730591,9,2017,100,"Wilde","Avenue",37.713141,-122.408825,"2017 Visitacion Valley","9 2017 Visitacion Valley",1
6244,9765,"1600 Block Of Haight  Street","Haight Ashbury/Hayes Valley",37.7697298608577,-122.449111986177,4,2012,1600,"Haight","Street",37.76991,-122.447678,"2012 Haight Ashbury","4 2012 Haight Ashbury",1
6245,9766,"2200 Block Of Taylor  Street","Russian Hill",37.8030817363667,-122.414778995677,7,2015,2200,"Taylor","Street",37.800432,-122.417609,"2015 Russian Hill","7 2015 Russian Hill",1
6246,9767,"200 Block Of Dolores  Street","Castro/Upper Market",37.7652109535115,-122.42652263038,10,2014,200,"Dolores","Street",37.758812,-122.435644,"2014 Castro/Upper Market","10 2014 Castro/Upper Market",1
6247,9768,"2100 Block Of Taylor  Street","Russian Hill",37.8021548660574,-122.414586772169,2,2012,2100,"Taylor","Street",37.800432,-122.417609,"2012 Russian Hill","2 2012 Russian Hill",1
6248,9769,"100 Block Of Lakeview  Avenue","Oceanview/Merced/Ingleside",37.7167803658643,-122.451525190771,12,2017,100,"Lakeview","Avenue",37.718959,-122.462039,"2017 Oceanview/Merced/Ingleside","12 2017 Oceanview/Merced/Ingleside",1
6249,9772,"1200 Block Of Mission  Street","Financial District/South Beach/SOMA",37.7770825544441,-122.413632296482,8,2013,1200,"Mission","Street",37.779527,-122.405727,"2013 South of Market","8 2013 South of Market",1
