"","Buyout.Agreement.Date","Buyout.Amount","Address","Analysis.Neighborhood","point"
"3896","",NA,"553 27th Avenue","Outer Richmond","POINT (-122.48685110786698 37.778981102111416)"
"3897","",NA,"1485 20th Avenue","Sunset/Parkside","POINT (-122.47800610907352 37.76011921670366)"
"3898","",NA,"24 Jasper Place","North Beach","POINT (-122.4082019843402 37.79987505907474)"
"3899","",NA,"1761 Vallejo Street","Pacific Heights","POINT (-122.42623836222897 37.7963347729671)"
"3900","08/23/2021",145000,"1375 Dolores Street","Noe Valley","POINT (-122.42462246522648 37.747444012964785)"
"3901","12/07/2020",35000,"3456 19th Street","Mission","POINT (-122.42050488393332 37.76018974736659)"
"3902","12/18/2019",10000,"686 03rd Avenue","Inner Richmond","POINT (-122.46066152739468 37.77581953646631)"
"3903","",NA,"1586 Hudson Avenue","Bayview Hunters Point","POINT (-122.3879672735421 37.7399020204922)"
"3905","03/28/2018",30000,"1242 Jones Street","Nob Hill","POINT (-122.41439315245842 37.79295096384026)"
"3907","11/30/2015",80000,"3542 24TH Street","Mission","POINT (-122.42217718621555 37.75204554381604)"
"3908","",NA,"222 Judson Avenue","West of Twin Peaks","POINT (-122.44715108551947 37.72830242725303)"
"3909","",NA,"83 Tiffany Avenue","Bernal Heights","POINT (-122.4210199748597 37.745430335295254)"
"3910","08/09/2021",36000,"1079 Alabama Street","Mission","POINT (-122.41113557511966 37.75467362127576)"
"3911","05/10/2022",114053.6,"524 Steiner Street","Hayes Valley","POINT (-122.43250195034649 37.774040561473065)"
"3913","12/22/2016",25000,"319 Kensington Way","West of Twin Peaks","POINT (-122.46234267114028 37.74308537413282)"
"3914","",NA,"258 Church Street","Castro/Upper Market","POINT (-122.42892069685344 37.7667104444147)"
"3915","08/24/2020",40000,"4005 California Street","Inner Richmond","POINT (-122.4604622769805 37.785498136127444)"
"3916","",NA,"1350 California Street","Nob Hill","POINT (-122.4166418675098 37.79111375515727)"
"3917","05/23/2018",7500,"2415 Van Ness Avenue","Marina","POINT (-122.4239778075326 37.79777966438276)"
"3918","",NA,"541 Diamond Street","Noe Valley","POINT (-122.4365212844599 37.75371971885959)"
"3919","06/02/2017",29500,"590 south van ness Avenue","Mission","POINT (-122.41739935184597 37.76378122913818)"
"3920","03/06/2017",NA,"1289 22ND Avenue","Sunset/Parkside","POINT (-122.48040263996722 37.763687763448615)"
"3921","",NA,"726 Bush Street","Nob Hill","POINT (-122.4092943049215 37.79012929087713)"
"3922","12/20/2017",15000,"3214 Balboa Street","Outer Richmond","POINT (-122.49329175481422 37.77593185284165)"
"3923","",NA,"999 Green Street","Nob Hill","POINT (-122.41546804263581 37.798672550841566)"
"3925","07/29/2021",13800,"2821 39th Avenue","Sunset/Parkside","POINT (-122.49662620485543 37.734427885575265)"
"3926","",NA,"230 Lee Avenue","Oceanview/Merced/Ingleside","POINT (-122.454088751762 37.72238289111375)"
"3927","",NA,"26 Pretor Way","Excelsior","POINT (-122.44224754174128 37.71023114474476)"
"3928","06/29/2021",66000,"21 Alta Street","North Beach","POINT (-122.40369579971309 37.801588993659635)"
"3929","05/26/2016",12000,"1801 California Street","Western Addition","POINT (-122.42409490719938 37.790124476454025)"
"3931","10/21/2019",0,"1579 Mcallister Street","Western Addition","POINT (-122.43796640681583 37.777824186485844)"
"3932","",NA,"754 Lake Street","Inner Richmond","POINT (-122.46742236724046 37.78658727063052)"
"3933","03/30/2021",4500,"50 alta Street","North Beach","POINT (-122.40393033447576 37.801613704024895)"
"3934","",NA,"788 30th Avenue","Outer Richmond","POINT (-122.4896781088947 37.774460451969404)"
"3935","06/15/2021",170000,"1265 34th Avenue","Sunset/Parkside","POINT (-122.49329374330507 37.763536394587064)"
"3936","",NA,"1538 Shafter Avenue","Bayview Hunters Point","POINT (-122.38959522277574 37.73042886782491)"
"3937","",NA,"860 North Point Street","Russian Hill","POINT (-122.42136563993861 37.80561837205313)"
"3939","",NA,"1949 15th Street","Castro/Upper Market","POINT (-122.42765480445517 37.766179058389355)"
"3940","",NA,"722 Taylor Street","Nob Hill","POINT (-122.4119179491292 37.78907512553864)"
"3941","06/23/2016",19000,"55 Cayuga Avenue","Outer Mission","POINT (-122.42996517571753 37.7313846711276)"
"3942","",NA,"661 14th Avenue","Outer Richmond","POINT (-122.47253639403166 37.77572585339247)"
"3944","02/22/2017",60000,"1290 30th Avenue","Sunset/Parkside","POINT (-122.48890504554922 37.7632782453115)"
"3945","01/29/2018",25000,"31 Exeter Street","Bayview Hunters Point","POINT (-122.39854313589376 37.72246913767343)"
"3947","",NA,"3045 Mission Street","Mission","POINT (-122.41807550794321 37.74863970067453)"
"3948","",NA,"1236 Pacific Avenue","Nob Hill","POINT (-122.41565889200785 37.79582908135335)"
"3949","",NA,"714 Cole Street","Haight Ashbury","POINT (-122.45040775136353 37.76813802260284)"
"3950","04/15/2019",1e+05,"666 South van ness Avenue","Mission","POINT (-122.4172791964897 37.762525375681385)"
"3952","01/24/2022",20000,"70 Onondaga Avenue","Outer Mission","POINT (-122.43926784203849 37.72190308453656)"
"3953","",NA,"293 Castro Street","Castro/Upper Market","POINT (-122.43531277623967 37.76427965979889)"
"3955","",NA,"1 Scott Street","Haight Ashbury","POINT (-122.43495807069023 37.769203402060256)"
"3956","09/07/2021",7000,"3827 Geary Boulevard","Inner Richmond","POINT (-122.46032521535969 37.78110637695389)"
"3957","01/27/2016",5553,"229 Ellington Avenue","Outer Mission","POINT (-122.44464108645305 37.71381549519808)"
"3958","",NA,"145 Lisbon Street","Excelsior","POINT (-122.43064622892084 37.72588166803071)"
"3959","11/23/2020",15000,"1414 38th Avenue","Sunset/Parkside","POINT (-122.49730918499394 37.76047844422743)"
"3961","03/20/2020",50000,"1829 Geneva Avenue","Visitacion Valley","POINT (-122.42405413470335 37.709780007253215)"
"3962","",NA,"855 Castro Street","Noe Valley","POINT (-122.4344355472098 37.75515482901672)"
"3963","10/15/2019",75200,"2467 Pacific Avenue","Pacific Heights","POINT (-122.43581202987029 37.79318870707315)"
"3964","",NA,"501 Beale Street","Financial District/South Beach","POINT (-122.38954566260526 37.78618387050963)"
"3965","03/22/2019",8000,"950 Treat Avenue","Mission","POINT (-122.4132632423736 37.754953638123006)"
"3966","",NA,"633 IVY Street","Hayes Valley","POINT (-122.42858321096934 37.77662555623314)"
"3967","",NA,"470 Chenery Street","Glen Park","POINT (-122.42988055734104 37.73584657556764)"
"3968","08/12/2021",24000,"215 Shields Street","Oceanview/Merced/Ingleside","POINT (-122.464662692757 37.71790061583198)"
"3971","",NA,"3749 17th Street","Castro/Upper Market","POINT (-122.42960798560819 37.76280052455595)"
"3972","08/03/2018",20000,"3661 19th Street","Mission","POINT (-122.42498699131392 37.75986466925699)"
"3973","08/21/2017",68000,"10 12th Avenue","Inner Richmond","POINT (-122.47110842832376 37.78659611573204)"
"3974","",NA,"2012 Lombard Street","Marina","POINT (-122.43470359254349 37.80011135914952)"
"3976","",NA,"2831 Pierce Street","Marina","POINT (-122.43870281500706 37.79606082699522)"
"3977","",NA,"3219 23rd Street","Mission","POINT (-122.41686207433203 37.75391941478816)"
"3978","01/30/2017",1e+05,"3318 Scott Street","Marina","POINT (-122.44120351264517 37.80042755054582)"
"3979","",NA,"677 Page Street","Hayes Valley","POINT (-122.43185554108864 37.772862513753246)"
"3980","",NA,"884 Florida Street","Mission","POINT (-122.41060236327269 37.7578372963868)"
"3981","04/06/2021",65000,"2755 Webster Street","Marina","POINT (-122.43361812871663 37.79594000866685)"
"3982","07/24/2018",75000,"20 Hancock Street","Castro/Upper Market","POINT (-122.42878077985831 37.760493575688656)"
"3983","05/04/2021",35000,"3278 21st Street","Mission","POINT (-122.42069494583629 37.75696029169979)"
"3984","",NA,"1319 Stevenson Street","Mission","POINT (-122.42169115080814 37.77127531035024)"
"3985","",NA,"2844 21st Street","Mission","POINT (-122.41127102364456 37.75752693863985)"
"3986","05/04/2016",34500,"1634 30th Avenue","Sunset/Parkside","POINT (-122.48844892290538 37.75678150397492)"
"3987","05/28/2015",29500,"466 Clipper Street","Noe Valley","POINT (-122.43532010172733 37.74884004187344)"
"3988","",NA,"1600 Anza Street","Inner Richmond","POINT (-122.46533915335094 37.77906939219484)"
"3990","10/06/2020",50000,"626 03rd Avenue","Inner Richmond","POINT (-122.46073651992371 37.77685023611733)"
"3992","",NA,"16 Ford Street","Castro/Upper Market","POINT (-122.4310700598946 37.76196194965562)"
"3993","05/27/2016",50000,"2746 Folsom Street","Mission","POINT (-122.4142109412843 37.753348693612885)"
"3994","",NA,"3919 Cesar Chavez Street","Noe Valley","POINT (-122.42753634715514 37.74764548140382)"
"3995","07/05/2018",29800,"44 Seal Rock Drive","Lincoln Park","POINT (-122.50700612054872 37.780794173341135)"
"3999","",NA,"4129 Anza Street","Outer Richmond","POINT (-122.49246128344566 37.77778452882743)"
"4002","",NA,"1862 31st Avenue","Sunset/Parkside","POINT (-122.48922226920031 37.75252312536178)"
"4003","05/25/2021",35900,"1785 Geneva Avenue","McLaren Park","POINT (-122.42483496536893 37.71041851800745)"
"4004","",NA,"189 College Avenue","Bernal Heights","POINT (-122.42496399697906 37.73530020112929)"
"4005","05/22/2017",57500,"566 FELL Street","Hayes Valley","POINT (-122.42716368393403 37.775421499160906)"
"4007","09/24/2019",95000,"2706 Sutter Street","Presidio Heights","POINT (-122.44503498941951 37.784625294123025)"
"4008","05/21/2015",16000,"600 Gates Street","Bernal Heights","POINT (-122.41426487508396 37.73584632486005)"
"4009","",NA,"1326 McAllister Street","Western Addition","POINT (-122.43391500820344 37.77839176799024)"
"4010","11/07/2016",NA,"1061 Florida Street","Mission","POINT (-122.41026061531309 37.75498863536066)"
"4011","",NA,"262 Circular Avenue","West of Twin Peaks","POINT (-122.44011062945759 37.730190394228195)"
"4012","",NA,"909 Haight Street","Haight Ashbury","POINT (-122.43728304264323 37.77121656445734)"
"4013","",NA,"198 Carl Street","Haight Ashbury","POINT (-122.4526649786859 37.76548877891047)"
"4014","06/15/2022",50000,"888 Elizabeth Street","Noe Valley","POINT (-122.44040154703902 37.75174856308702)"
"4015","",NA,"631 Andover Street","Bernal Heights","POINT (-122.41672769152778 37.73573167685149)"
"4016","06/09/2021",25750,"619 28th Avenue","Outer Richmond","POINT (-122.48782315655419 37.77762425252981)"
"4017","03/13/2018",26000,"9 Hattie Street","Castro/Upper Market","POINT (-122.44100501793642 37.76151515988475)"
"4018","",NA,"546 Clement Street","Inner Richmond","POINT (-122.46494815966207 37.78294856555254)"
"4019","02/27/2020",18600,"578 30th Street","Noe Valley","POINT (-122.43274406135913 37.74190948839355)"
"4020","07/20/2015",74101.79,"566 Chenery Street","Glen Park","POINT (-122.43160787570959 37.73473420507938)"
"4021","",NA,"359 06th Avenue","Inner Richmond","POINT (-122.46438717400113 37.78182284261737)"
"4022","",NA,"1469 Pine Street","Nob Hill","POINT (-122.41995246703122 37.78966834238265)"
"4024","",NA,"5285 Diamond Heights Boulevard","Noe Valley","POINT (-122.43803799005539 37.74393934883986)"
"4025","",NA,"47 Vesta Street","Bayview Hunters Point","POINT (-122.4000592594484 37.730929731123965)"
"4026","",NA,"1030 14th Street","Castro/Upper Market","POINT (-122.43634173942026 37.76731606357456)"
"4027","11/07/2017",11000,"2524 Rivera Street","Sunset/Parkside","POINT (-122.49343276354637 37.7460404342661)"
"4028","04/10/2017",50000,"1310 McAllister Street","Western Addition","POINT (-122.43368302633168 37.77842133929838)"
"4029","01/18/2022",17618.12,"95 Heather Avenue","Presidio Heights","POINT (-122.45282339295703 37.78421807149533)"
"4030","",NA,"470 Grove Street","Hayes Valley","POINT (-122.42431005976518 37.77770068504129)"
"4031","",NA,"651 Edinburgh Street","Excelsior","POINT (-122.43376456786461 37.71887970996324)"
"4032","05/29/2020",135000,"2425 Greenwich Street","Marina","POINT (-122.43962335551194 37.798453143719634)"
"4033","",NA,"1614 La Playa Highway","Sunset/Parkside","POINT (-122.50884912550544 37.756291510448)"
"4034","",NA,"1592 washington Street","Russian Hill","POINT (-122.4193990258469 37.793524786439015)"
"4035","06/23/2017",90000,"1333 Stevenson Street","Mission","POINT (-122.42167001926552 37.77105468506593)"
"4036","05/21/2020",45000,"2308 San Bruno Avenue","Portola","POINT (-122.4064628747164 37.73384322622514)"
"4037","07/12/2016",50838,"2012 15th Street","Castro/Upper Market","POINT (-122.42916828049987 37.766141750900275)"
"4038","06/21/2022",46550,"357 Howth Street","Oceanview/Merced/Ingleside","POINT (-122.45195617503715 37.71916114760745)"
"4039","08/16/2018",27500,"683 28th Street","Noe Valley","POINT (-122.43743949741045 37.744637343103975)"
"4040","07/25/2016",46792,"2120 Golden Gate Avenue","Lone Mountain/USF","POINT (-122.44558578250013 37.77786523968174)"
"4041","11/12/2021",10000,"256 Sadowa Street","Oceanview/Merced/Ingleside","POINT (-122.46105021526543 37.71231512277115)"
"4042","05/03/2022",50000,"715 Castro Street","Castro/Upper Market","POINT (-122.43465037518017 37.75741499355734)"
"4043","03/20/2020",24200,"3446 19th Street","Mission","POINT (-122.42036167896423 37.760198398531024)"
"4044","",NA,"158 lee Avenue","Oceanview/Merced/Ingleside","POINT (-122.45408139962066 37.721099809945635)"
"4045","",NA,"1662 40th Avenue","Sunset/Parkside","POINT (-122.49913182666599 37.75582093950283)"
"4046","",NA,"1371 34th Avenue","Sunset/Parkside","POINT (-122.49315538589204 37.761566008573894)"
"4047","04/18/2022",425.2,"545 Peralta Avenue","Bernal Heights","POINT (-122.40862415158439 37.743942727935845)"
"4048","",NA,"1131 Hampshire Street","Mission","POINT (-122.4073762272143 37.753988843347166)"
"4049","",NA,"910 Stanyan Street","Haight Ashbury","POINT (-122.45289304606115 37.76621747884358)"
"4051","",NA,"95 MONETA Way","Outer Mission","POINT (-122.44999880077806 37.712817960745056)"
"4052","09/27/2021",17000,"185 Charter Oak Avenue","Bayview Hunters Point","POINT (-122.40454673388122 37.73459827726213)"
"4053","",NA,"153 28th Street","Noe Valley","POINT (-122.42575425087627 37.745341318878424)"
"4054","",NA,"625 san Jose Avenue","Bernal Heights","POINT (-122.42185214269145 37.74595173871643)"
"4055","01/28/2022",42000,"1149 Plymouth Avenue","Oceanview/Merced/Ingleside","POINT (-122.45619313292596 37.72285210447668)"
"4056","",NA,"945 Stanyan Street","Inner Sunset","POINT (-122.4529073486187 37.76594754781756)"
"4057","",NA,"2523 Pine Street","Pacific Heights","POINT (-122.43737464322798 37.78745635668118)"
"4058","02/04/2022",20000,"17 Hoff Street","Mission","POINT (-122.42053021338718 37.76467803580613)"
"4059","09/18/2015",6500,"1683 42nd Avenue","Sunset/Parkside","POINT (-122.50132089688117 37.755373682478776)"
"4060","",NA,"250 04th Avenue","Inner Richmond","POINT (-122.46232548667768 37.78396188768511)"
"4061","11/12/2015",48500,"1015 PIERCE Street","Western Addition","POINT (-122.43532330029355 37.7793256968576)"
"4062","06/16/2022",40000,"1754 Page Street","Haight Ashbury","POINT (-122.44967861346207 37.77064740688475)"
"4063","",NA,"160 Pope Street","Excelsior","POINT (-122.44087147440176 37.713160305380676)"
"4065","05/17/2017",2500,"1250 Taylor Street","Nob Hill","POINT (-122.41290122633688 37.793893026763605)"
"4067","09/29/2021",4654,"557 03rd Avenue","Inner Richmond","POINT (-122.46090232190544 37.77819128177807)"
"4068","",NA,"1080 Hampshire Street","Mission","POINT (-122.40752931648834 37.754860401862175)"
"4070","",NA,"2604 San Jose Avenue","Oceanview/Merced/Ingleside","POINT (-122.45053976458162 37.71604877512484)"
"4071","12/17/2018",60500,"1174 Fulton Street","Western Addition","POINT (-122.43606628490193 37.77715916020199)"
"4072","08/07/2017",155000,"3587 20th Street","Mission","POINT (-122.4209537689581 37.75849635286501)"
"4073","",NA,"309 05th Avenue","Inner Richmond","POINT (-122.46338084672813 37.78276066190236)"
"4074","05/04/2020",17000,"2464 15th Avenue","West of Twin Peaks","POINT (-122.47125252517904 37.74206131124484)"
"4075","09/24/2019",38000,"2708 Sutter Street","Presidio Heights","POINT (-122.4450593086256 37.78462222483285)"
"4077","",NA,"3839 Folsom Street","Bernal Heights","POINT (-122.41331234794501 37.738706015405825)"
"4079","03/14/2016",5500,"1523 33rd Avenue","Sunset/Parkside","POINT (-122.4918814901315 37.758705500076815)"
"4081","02/19/2019",11938.32,"657 Huron Avenue","Outer Mission","POINT (-122.44893190323579 37.71254017609974)"
"4082","05/23/2022",76000,"2580 McAllister Street","Lone Mountain/USF","POINT (-122.45438109882544 37.77560827083609)"
"4084","",NA,"2022 Oakdale Avenue","Bayview Hunters Point","POINT (-122.39827521932229 37.73913926057765)"
"4085","",NA,"1452 18th Avenue","Inner Sunset","POINT (-122.47583602131459 37.76076802905199)"
"4086","",NA,"3514 21st Street","Castro/Upper Market","POINT (-122.42601785677931 37.75663979786549)"
"4087","05/16/2017",15707,"2001 Rivera Street","Sunset/Parkside","POINT (-122.48786080088776 37.74623255129951)"
"4089","",NA,"340 BAnks Street","Bernal Heights","POINT (-122.41274190504387 37.7388804129923)"
"4090","",NA,"174 22nd Avenue","Outer Richmond","POINT (-122.48180761315261 37.784535241107946)"
"4091","",NA,"551 Dewey Boulevard","West of Twin Peaks","POINT (-122.4625446521073 37.74462795619126)"
"4093","",NA,"1435 Washington Street","Russian Hill","POINT (-122.41690426071517 37.79379372366738)"
"4094","03/31/2022",90000,"2346 31st Avenue","Sunset/Parkside","POINT (-122.48859526934993 37.74347615743939)"
