"","Address","File.Date","Neighborhoods...Analysis.Boundaries","Location"
"22404","500 Block Of Ellis  Street","10/01/2007","Tenderloin","(37.78455299313462, -122.4152509681886)"
"22405","400 Block Of Vallejo  Street","12/05/2007","North Beach","(37.79903383442269, -122.40513897872147)"
"22407","300 Block Of Eddy  Street","06/15/2001","Tenderloin","(37.783784279295574, -122.41376459126121)"
"22408","2100 Block Of Pacific  Avenue","07/06/2010","Pacific Heights","(37.7938721815159, -122.4306262593338)"
"22409","1000 Block Of Bush  Street","02/17/2005","Nob Hill","(37.789424585381944, -122.41455015776054)"
"22410","500 Block Of Lyon  Street","11/29/2006","Lone Mountain/USF","(37.775760781819166, -122.44303894870541)"
"22411","2000 Block Of 09th  Avenue","05/20/2003","West of Twin Peaks","(37.74992904460833, -122.46534078965321)"
"22412","500 Block Of Fell  Street","10/10/2000","Hayes Valley","(37.7754209300197, -122.42689718821183)"
"22413","2300 Block Of 18th  Avenue","09/25/2003","West of Twin Peaks","(37.74403032394968, -122.47468881062233)"
"22414","200 Block Of Lexington  Street","01/10/2005","Mission","(37.7593461385302, -122.42058318254777)"
"22415","2100 Block Of 45th  Avenue","11/01/2007","Sunset/Parkside","(37.74648283871923, -122.50387747577582)"
"22416","0 Block Of Bird  Street","01/15/2003","Mission","(37.762246784400745, -122.42268771232838)"
"22417","2100 Block Of 35th  Avenue","01/15/2009","Sunset/Parkside","(37.74695545796667, -122.4931631375437)"
"22418","0 Block Of Pearl  Street","09/23/2002","Mission","(37.77101510470444, -122.42393954602032)"
"22419","3600 Block Of Market  Street","12/17/2004","Twin Peaks","(37.75542126446311, -122.44129709730949)"
"22420","500 Block Of Valencia  Street","06/14/2006","Mission","(37.76410857429425, -122.42180898440034)"
"22421","0 Block Of Scotia  Avenue","03/11/2002","Bayview Hunters Point","(37.73367969381781, -122.40137350137098)"
"22422","800 Block Of Oak  Street","08/08/2003","Hayes Valley","(37.77365318606888, -122.4332880421847)"
"22423","300 Block Of 14th  Avenue","12/19/2007","Outer Richmond","(37.78159238574568, -122.47291423370623)"
"22424","0 Block Of Mcallister  Street","12/08/2003","Tenderloin","(37.78106497206647, -122.41258606360437)"
"22425","100 Block Of 22nd  Avenue","07/08/2002","Outer Richmond","(37.78495633791461, -122.48186018685699)"
"22426","600 Block Of Geary  Street","03/22/2007","Tenderloin","(37.78662478444323, -122.41398404790762)"
"22427","100 Block Of Hartford  Street","08/06/2003","Castro/Upper Market","(37.76015552415762, -122.43382406138768)"
"22428","100 Block Of 12th  Avenue","06/01/2005","Inner Richmond","(37.78545586028105, -122.47104804261922)"
"22429","2600 Block Of Judah  Street","06/20/2006","Sunset/Parkside","(37.76111046735795, -122.49038810885273)"
"22431","537500 Block Of Natoma  Street","02/18/2003","South of Market","(37.77972786456895, -122.40825020927821)"
"22432","0 Block Of Cervantes  Boulevard","10/04/2000","Marina","(37.80358870829317, -122.43834231100227)"
"22434","0 Block Of Salmon  Street","06/16/2010","Nob Hill","(37.796548324624, -122.41261258538424)"
"22435","500 Block Of San Jose  Avenue","06/12/2001","Bernal Heights","(37.746821442241156, -122.4215550166857)"
"22436","400 Block Of Davis  Court","08/02/2004","Financial District/South Beach","(37.79669873421433, -122.3982545201368)"
"22437","100 Block Of Alta  Street","04/13/2004","North Beach",""
"22438","2200 Block Of Powell  Street","02/22/2011","North Beach","(37.80559315371873, -122.41190427630302)"
"22439","500 Block Of Judson  Avenue","05/21/2003","West of Twin Peaks","(37.728507028441605, -122.45321610991769)"
"22440","1200 Block Of Hampshire  Street","01/24/2006","Mission","(37.752108423087755, -122.40721509568765)"
"22441","1300 Block Of Mcallister  Street","12/03/2002","Western Addition","(37.778317626268716, -122.43422986355611)"
"22442","600 Block Of 10th  Avenue","05/18/2009","Inner Richmond","(37.77610651098033, -122.46822551384018)"
"22444","200 Block Of Peabody  Street","12/21/2000","Visitacion Valley","(37.70903312712722, -122.40798284383706)"
"22445","400 Block Of Ellis  Street","11/08/2010","Tenderloin","(37.78475315518628, -122.4136044753113)"
"22446","3200 Block Of Clay  Street","10/28/2008","Presidio Heights","(37.78915990301783, -122.44645302198062)"
"22447","500 Block Of South Van Ness  Avenue","07/08/2003","Mission","(37.76437736958609, -122.41740950130017)"
"22448","0 Block Of Parkridge  Drive","06/24/2002","Twin Peaks","(37.752102196245154, -122.44583631037513)"
"22449","2900 Block Of San Bruno  Avenue","10/29/2004","Portola","(37.72463536387404, -122.40235439960178)"
"22450","1600 Block Of Kirkwood  Avenue","02/08/2001","Bayview Hunters Point","(37.73869706991523, -122.39089477347848)"
"22451","4200 Block Of 23rd  Street","02/23/2007","Noe Valley","(37.75266285817485, -122.43806067360327)"
"22452","1300 Block Of 09th  Avenue","10/18/2010","Inner Sunset","(37.763106017142555, -122.46624558683834)"
"22453","1300 Block Of Irving  Street","04/15/2002","Inner Sunset","(37.763776990692826, -122.4722287485187)"
"22454","1100 Block Of Treat  Avenue","06/03/2004","Mission","(37.75177042339445, -122.41291686480984)"
"22455","1000 Block Of Cabrillo  Street","03/30/2005","Inner Richmond","(37.77510095887437, -122.4697623921376)"
"22456","800 Block Of Page  Street","04/01/2002","Haight Ashbury","(37.77251912279159, -122.43474275574887)"
"22458","0 Block Of Lexington  Street","07/07/2005","Mission","(37.76218617780162, -122.42085668034524)"
"22459","400 Block Of Bright  Street","03/09/2005","Oceanview/Merced/Ingleside","(37.71890997367566, -122.46355124313465)"
"22460","200 Block Of Surrey  Street","06/04/2001","Glen Park","(37.73590732332632, -122.4369084575971)"
"22462","200 Block Of Gold Mine  Drive","11/12/2009","Glen Park","(37.74171099197832, -122.43896718988289)"
"22463","2300 Block Of Bay  Street","10/15/2007","Marina","(37.8015218865939, -122.44571142006426)"
"22465","500 Block Of 07th  Avenue","01/25/2006","Inner Richmond","(37.778113943163035, -122.46513955773813)"
"22467","4100 Block Of Irving  Street","04/03/2006","Sunset/Parkside","(37.76245094622808, -122.50230719686722)"
"22468","400 Block Of Arlington  Street","02/21/2001","Glen Park","(37.73525634108147, -122.42934631572875)"
"22469","1200 Block Of Treat  Avenue","11/16/2007","Mission","(37.75016895664114, -122.41276287420636)"
"22470","700 Block Of Steiner  Street","10/01/2009","Hayes Valley","(37.776087148200546, -122.43293482891964)"
"22471","900 Block Of Grove  Street","04/22/2002","Hayes Valley","(37.7766549015707, -122.432206463286)"
"22472","100 Block Of Jones  Street","02/14/2003","Tenderloin","(37.78253857251535, -122.4123162415553)"
"22473","1900 Block Of Judah  Street","07/11/2011","Sunset/Parkside","(37.7614408518676, -122.48288759964903)"
"22474","300 Block Of 29th  Avenue","12/06/2000","Outer Richmond","(37.78275681248976, -122.48922337571452)"
"22475","200 Block Of 17th  Avenue","11/02/2000","Outer Richmond","(37.78333853945455, -122.47637167566492)"
"22476","2700 Block Of Van Ness  Avenue","01/25/2001","Russian Hill","(37.800846743735065, -122.42455110523713)"
"22477","100 Block Of Downey  Street","10/15/2008","Haight Ashbury","(37.76540947169379, -122.44685193825013)"
"22478","3300 Block Of 26th  Street","11/15/2004","Mission","(37.7491552622766, -122.41623657949978)"
"22479","200 Block Of 09th  Street","10/27/2004","South of Market","(37.773984500846, -122.41189011423897)"
"22480","100 Block Of Gaven  Street","09/02/2009","Portola","(37.73337428422803, -122.40861954056903)"
"22481","3300 Block Of 22nd  Street","05/30/2002","Mission","(37.7552190127247, -122.422308125547)"
"22482","1700 Block Of 45th  Avenue","12/20/2007","Sunset/Parkside","(37.753945098755494, -122.50439825479678)"
"22484","2300 Block Of Union  Street","01/14/2010","Marina","(37.796774894555895, -122.43795855316192)"
"22485","2900 Block Of Folsom  Street","08/09/2005","Mission","(37.75010332555253, -122.41384820029631)"
"22486","300 Block Of Arlington  Street","01/30/2001","Glen Park","(37.73627120364844, -122.42779237226516)"
"22489","1100 Block Of Reeves  Court","11/25/2009","Treasure Island","(37.82885886697816, -122.37622357186798)"
"22490","900 Block Of Market  Street","08/03/2000","Tenderloin","(37.78278871608679, -122.4096596068166)"
"22491","3600 Block Of 20th  Street","10/18/2000","Mission","(37.758431535388056, -122.42238013242108)"
"22492","100 Block Of Eureka  Street","09/09/2010","Castro/Upper Market","(37.75989248741167, -122.43818886649454)"
"22493","2100 Block Of Ocean  Avenue","10/09/2003","West of Twin Peaks","(37.72654985429662, -122.4657330967693)"
"22494","1600 Block Of Mason  Street","09/03/2004","Chinatown","(37.798630519063586, -122.41218945295432)"
"22495","200 Block Of Oxford  Street","08/15/2000","Excelsior","(37.726769055583794, -122.41963463843958)"
"22496","400 Block Of Serrano  Drive","04/19/2010","Lakeshore","(37.71906512305384, -122.48046768003915)"
"22498","700 Block Of Bay  Street","10/16/2006","Russian Hill","(37.80489467791288, -122.41935438038966)"
"22500","1900 Block Of 10th  Avenue","09/15/2004","Inner Sunset","(37.75187125764457, -122.46653468539374)"
"22501","200 Block Of King  Street","01/13/2011","Mission Bay","(37.77728883037544, -122.39303974588282)"
"22502","2900 Block Of California  Street","07/11/2003","Pacific Heights","(37.787751394138134, -122.44293139596056)"
"22503","100 Block Of Turk  Street","06/11/2004","Tenderloin","(37.7831091974918, -122.41158828898432)"
"22505","200 Block Of Naples  Street","09/10/2004","Excelsior","(37.724737242310475, -122.42826045812782)"
"22506","1400 Block Of Mcallister  Street","03/08/2001","Western Addition","(37.778109586183675, -122.43587451045255)"
"22507","100 Block Of Hyde  Street","03/04/2009","Tenderloin","(37.78211964678046, -122.41559952501301)"
"22508","100 Block Of Serrano  Drive","12/27/2010","Lakeshore","(37.72013048186565, -122.4785286333521)"
"22509","300 Block Of Golden Gate  Avenue","05/09/2003","Tenderloin","(37.7815508802291, -122.41632539763891)"
"22510","2100 Block Of Bush  Street","09/28/2010","Pacific Heights","(37.78719431802038, -122.43209962105284)"
"22511","900 Block Of Crescent  Avenue","06/25/2003","Bernal Heights","(37.734716108023214, -122.41337882734186)"
"22512","500 Block Of South Van Ness  Avenue","11/25/2002","Mission","(37.76437736958609, -122.41740950130017)"
"22513","800 Block Of Ofarrell  Street","02/13/2008","Tenderloin","(37.785063739731555, -122.41872463435661)"
"22514","1400 Block Of Chestnut  Street","01/19/2011","Marina","(37.801967389763256, -122.42719972330107)"
"22515","900 Block Of Stanyan  Street","02/15/2002","Inner Sunset","(37.765908464355796, -122.45285272634942)"
"22516","300 Block Of Leavenworth  Street","11/15/2000","Tenderloin","(37.784190461349574, -122.41433588630116)"
"22518","1100 Block Of Clayton  Street","04/10/2008","Haight Ashbury","(37.76224703132977, -122.44690627051355)"
"22519","2100 Block Of Larkin  Street","03/07/2011","Russian Hill","(37.797571168239166, -122.42040908406453)"
"22520","1000 Block Of Post  Street","03/16/2007","Tenderloin","(37.786932739257615, -122.41909946660869)"
"22521","0 Block Of Sheridan  Street","09/15/2005","South of Market","(37.77254872689035, -122.41129440230327)"
"22522","1200 Block Of Noe  Street","08/29/2003","Noe Valley","(37.74862860737945, -122.4316010183209)"
"22523","500 Block Of Ellis  Street","10/07/2002","Tenderloin","(37.78455299313462, -122.4152509681886)"
"22524","0 Block Of Stoneybrook  Avenue","08/25/2000","Excelsior","(37.73009352967396, -122.42182973199242)"
"22525","2000 Block Of California  Street","07/18/2007","Pacific Heights","(37.789638302632675, -122.42808286050578)"
"22526","3200 Block Of Vicente  Street","04/26/2002","Sunset/Parkside","(37.7381683151745, -122.5016785103586)"
"22527","2900 Block Of San Bruno  Avenue","01/19/2005","Portola","(37.72463536387404, -122.40235439960178)"
"22528","1400 Block Of Kearny  Street","04/06/2001","North Beach","(37.801322672194075, -122.40612013079)"
"22530","1300 Block Of 18th  Avenue","03/26/2001","Inner Sunset","(37.76267795719112, -122.47598923377849)"
"22532","700 Block Of Haight  Street","10/28/2010","Haight Ashbury","(37.77158388179804, -122.43455387882037)"
"22535","600 Block Of Post  Street","03/19/2001","Tenderloin","(37.78770236709699, -122.41304490727067)"
"22536","3800 Block Of 25th  Street","07/06/2006","Noe Valley","(37.75016485270964, -122.42613833818399)"
"22538","1500 Block Of Francisco  Street","03/28/2007","Marina","(37.80247981500217, -122.43067655369293)"
"22539","3600 Block Of Vicente  Street","08/31/2005","Sunset/Parkside","(37.73798192457977, -122.50593213170569)"
"22540","0 Block Of Esquina  Drive","09/25/2009","Visitacion Valley","(37.709423430695495, -122.4213101301752)"
"22541","1600 Block Of Sutter  Street","09/22/2008","Japantown","(37.786818663110914, -122.42750121142514)"
"22542","800 Block Of Arkansas  Street","05/18/2005","Potrero Hill","(37.75536242425733, -122.39777946687764)"
"22543","400 Block Of Fulton  Street","04/26/2001","Western Addition","(37.77864265194457, -122.42417609786835)"
"22544","2100 Block Of Leavenworth  Street","09/12/2000","Russian Hill","(37.80080406920934, -122.41769280890921)"
"22545","900 Block Of Folsom  Street","03/19/2007","South of Market","(37.77985265383469, -122.40390923388836)"
"22546","0 Block Of Hoff  Street","01/09/2003","Mission","(37.76418591209381, -122.4205067130852)"
"22547","0 Block Of Caine  Avenue","08/10/2006","Oceanview/Merced/Ingleside","(37.71735296029432, -122.45050509769472)"
"22548","400 Block Of Hoffman  Avenue","05/13/2003","Noe Valley","(37.75010142790584, -122.44053729421047)"
"22549","200 Block Of 18th  Avenue","11/17/2009","Outer Richmond","(37.78329152952474, -122.47744182815516)"
"22550","5800 Block Of California  Street","11/04/2004","Outer Richmond","(37.78410098215345, -122.48018811131946)"
"22551","1300 Block Of Clay  Street","07/13/2007","Nob Hill","(37.79311837908906, -122.41529154867861)"
"22552","0 Block Of Ord  Street","10/21/2008","Castro/Upper Market","(37.76248162164885, -122.44019467798464)"
"22553","300 Block Of Ocean  Avenue","11/04/2005","Outer Mission","(37.723027603385006, -122.4440086879589)"
"22554","1200 Block Of Sunnydale  Avenue","08/25/2009","Visitacion Valley","(37.71134560727836, -122.41398398830118)"
"22555","1700 Block Of Octavia  Street","06/20/2001","Pacific Heights","(37.78809521998857, -122.4269137520294)"
"22556","0 Block Of Albion  Street","09/17/2003","Mission","(37.76565404643399, -122.42319693904305)"
"22557","1700 Block Of Jackson  Street","02/10/2011","Pacific Heights","(37.79383051627272, -122.42387147525905)"
"22558","300 Block Of Joost  Avenue","07/02/2007","West of Twin Peaks","(37.73235187729216, -122.44317070089885)"
"22559","800 Block Of 25th  Avenue","09/26/2005","Outer Richmond","(37.77350286188428, -122.48426006882701)"
"22561","800 Block Of Ofarrell  Street","01/10/2001","Tenderloin","(37.785063739731555, -122.41872463435661)"
"22562","3000 Block Of 22nd  Street","12/13/2005","Mission","(37.75566678838665, -122.414930439475)"
"22563","1300 Block Of 48th  Avenue","09/23/2010","Sunset/Parkside","(37.76126006552284, -122.50813306555911)"
"22566","100 Block Of Shakespeare  Street","10/07/2009","Outer Mission","(37.70871441674547, -122.46330835429495)"
"22569","100 Block Of Day  Street","01/10/2007","Noe Valley","(37.74296605322784, -122.42545176532893)"
"22571","100 Block Of Lombard  Street","08/12/2008","Financial District/South Beach","(37.803931400261426, -122.4041674786179)"
"22572","600 Block Of Burnett","01/09/2002","Twin Peaks","(37.751349115485525, -122.44453393688829)"
"22574","300 Block Of Baltimore  Way","09/10/2001","Excelsior","(37.708747985240414, -122.43801364684742)"
"22575","700 Block Of 15th  Avenue","11/08/2006","Outer Richmond","(37.77399519418509, -122.47349540775744)"
"22576","1200 Block Of 47th  Avenue","08/28/2006","Sunset/Parkside","(37.76317690599468, -122.50719633013496)"
"22578","3500 Block Of 20th  Street","07/18/2002","Mission","(37.75856482463206, -122.42017407474351)"
"22579","1400 Block Of 15th  Street","08/05/2004","Mission","(37.76683835961851, -122.4170969967172)"
"22580","100 Block Of Bronte  Street","05/14/2002","Bernal Heights","(37.73779612320992, -122.41029376948494)"
